"","Application.Number","Current.Application.Status","Program.Administrator","Utility","Low.Income.Program.Type","Program","First.Reservation.Request.Review.Date","First.Confirmed.Reservation.Date","First.Incentive.Claim.Request.Review.Date","First.Completed.Date","Incentive.Amount","Total.System.Cost","Incentive.Design.Description","Nameplate.Rating..KW.","CEC.PTC.Rating..KW.","Design.Factor","Host.Customer.Physical.Address.City","Host.Customer.Physical.Address.County","Host.Customer.Physical.Address.State","Host.Customer.Physical.Address.Zip.Code","Solar.Contractor.Company","Third.Party.Owned"
"4025","12403","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/27/2013","11/8/2013","2/27/2014","3/28/2014",13958,13958,"$7 AC",2.34,1.994,0.98075,"Palmdale","Los Angeles","CA","93552","GRID Alternatives","no"
"4026","12405","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/27/2013","2/6/2014","4/30/2014","5/28/2014",11664,11664,"$6 AC",2.25,1.944,0.9151,"Moorpark","Ventura","CA","93021","GRID Alternatives","no"
"4027","12409","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/8/2013","11/11/2013","12/16/2013","12/26/2013",10885.6,10885.6,"$6.5 AC",1.96,1.702,0.9898,"Castroville","Monterey","CA","95012","","no"
"4028","12410","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/28/2013","12/1/2013","2/28/2014","4/17/2014",9519,9519,"$4.75 AC",2.34,2.004,0.89768,"Oxnard","Ventura","CA","93036","GRID Alternatives","no"
"4029","12411","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/14/2014","7/24/2014","8/31/2014","11/13/2014",13642.69,13642.69,"$4.75 AC",3.36,2.91,0.875,"Long Beach","Los Angeles","CA","90810","GRID Alternatives","no"
"4030","12422","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/30/2013","3/13/2014","5/15/2014","5/28/2014",16083.5,19404.66,"$4.75 AC",3.92,3.386,0.97616,"San Diego","San Diego","CA","92113","","no"
"4031","12425","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/17/2013","11/12/2013","1/29/2014","1/31/2014",17959.21,17959.21,"$6 AC",4.165,3.616,0.99363,"San Diego","San Diego","CA","92114","","no"
"4032","12426","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/7/2013","3/13/2014","6/26/2014","7/29/2014",18374.7,18374.7,"$6.5 AC",4.14,3.724,0.90458,"Morgan Hill","Santa Clara","CA","95037","GRID Alternatives","no"
"4033","12428","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/3/2013","2/24/2014","4/30/2014","5/8/2014",23871.58,23871.58,"$7 AC",4.35,3.817,0.9471,"Oakland","Alameda","CA","94607","GRID Alternatives","no"
"4034","12431","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/2/2014","10/13/2014","12/11/2014","12/30/2014",16854.71,16854.71,"$7 AC",4.335,3.786,0.9301,"Goshen","Tulare","CA","93227","","no"
"4035","12432","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/7/2013","10/29/2013","2/27/2014","3/14/2014",20099.36,20099.36,"$7 AC",3.43,2.978,0.9474,"Santa Ana","Orange","CA","92705","","no"
"4036","12433","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/1/2013","1/22/2014","2/25/2014","3/4/2014",17845.42,17845.42,"$7 AC",2.94,2.553,0.9045,"San Diego","San Diego","CA","92139","","no"
"4037","12436","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","4/21/2014","7/11/2014","8/21/2014","9/18/2014",13631.14,13631.14,"$7.00 AC",3.185,2.78,0.9715,"Upland","San Bernardino","CA","91786","","no"
"4038","12437","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/2/2013","12/18/2013","1/29/2014","1/31/2014",7072.75,10419.77,"$4.75 AC",1.715,1.489,0.94385,"San Diego","San Diego","CA","92139","","no"
"4039","12444","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/28/2013","1/16/2014","6/11/2014","6/26/2014",18418.84,18418.84,"$6.50 AC",5.39,4.68,0.95,"San Bernardino","San Bernardino","CA","92404","","no"
"4040","12450","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/25/2013","3/28/2014","12/11/2014","12/31/2014",13468,14497.9,"$7.00 AC",2.205,1.924,0.9445,"Richmond","Contra Costa","CA","94804","","no"
"4041","12453","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/2/2013","4/30/2014","6/30/2014","7/18/2014",10146,13424.99,"$6 AC",1.96,1.691,0.98256,"San Diego","San Diego","CA","92139","","no"
"4042","12455","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/15/2013","10/14/2014","3/19/2015","3/25/2015",23870,23870,"$7 AC",3.965,3.41,1,"Parlier","Fresno","CA","93648","GRID Alternatives","no"
"4043","12457","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","4/14/2015","4/27/2015","5/27/2015","6/9/2015",14550.65,14550.65,"$6.50 AC",3.5,3.056,0.9981,"Biola","Fresno","CA","93722","","no"
"4044","12463","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","5/13/2014","9/22/2014","9/25/2014",11503.78,11503.78,"$7 AC",2.45,2.094,0.9828,"Kerman","Fresno","CA","93630","","no"
"4045","12478","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/24/2013","3/24/2014","8/21/2014","9/10/2014",32893.24,32893.24,"$7 AC",5.72,4.874,0.98021,"Quartz Hill","Los Angeles","CA","93536","GRID Alternatives","no"
"4046","12499","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/3/2013","11/5/2013","1/31/2014","2/21/2014",9072,9072,"$7 AC",1.5,1.296,0.99047,"Moorpark","Ventura","CA","93021","GRID Alternatives","no"
"4047","12503","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/4/2013","11/6/2013","1/21/2014","2/6/2014",15869.75,15869.75,"$4.75 AC",3.9,3.341,0.9539,"Oxnard","Ventura","CA","93030","GRID Alternatives","no"
"4048","12507","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/15/2013","1/15/2014","6/30/2014","7/29/2014",13114.75,14813.22,"$4.75 AC",3.22,2.761,0.99896,"Lynwood","Los Angeles","CA","90262","","no"
"4049","12509","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/13/2013","4/1/2014","4/30/2014","5/8/2014",13281.86,13281.86,"$6.5 AC",2.94,2.566,0.96124,"Oakland","Alameda","CA","94605","","no"
"4050","12510","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/9/2013","2/4/2014","3/31/2014","4/30/2014",12092.89,12092.89,"$7 AC",2.45,2.127,0.9582,"Oakland","Alameda","CA","94621","","no"
"4051","12511","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/9/2013","12/1/2013","1/31/2014","2/21/2014",18372,18525.92,"$6 AC",3.465,3.062,0.90603,"Long Beach","Los Angeles","CA","90810","","no"
"4052","12517","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","8/18/2014","8/29/2014","12/23/2014","1/14/2015",7405.25,8971.94,"$4.75 AC",1.785,1.559,0.9981,"Long Beach","Los Angeles","CA","90810","","no"
"4053","12531","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/14/2013","11/20/2013","12/31/2013","1/31/2014",14057.4,14057.4,"$7 AC",2.94,2.553,0.9354,"San Jose","Santa Clara","CA","95116","","no"
"4054","12533","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/8/2013","12/19/2013","3/31/2014","5/8/2014",11493.99,11493.99,"$7 AC",2.205,1.885,0.9831,"King City","Monterey","CA","93930","GRID Alternatives","no"
"4055","12538","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/11/2013","10/29/2013","2/27/2014","3/14/2014",18348.25,19607.2,"$5.75 AC",3.675,3.191,0.93992,"Santa Ana","Orange","CA","92707","","no"
"4056","12546","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","4/16/2014","5/7/2014","7/19/2014","7/29/2014",13526.84,13526.84,"$7 AC",3.43,2.963,0.99617,"Biola","Fresno","CA","93722","","no"
"4057","12547","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/15/2013","10/16/2014","4/15/2015","4/22/2015",22029,22029,"$7 AC",3.66,3.147,0.95338,"Kerman","Fresno","CA","93630","GRID Alternatives","no"
"4058","12548","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","10/10/2014","12/31/2014","2/11/2015",27538,27538,"$7 AC",4.575,3.934,0.9928,"Orosi","Tulare","CA","93647","GRID Alternatives","no"
"4059","12550","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","10/10/2014","12/31/2014","2/27/2015",22165,22165,"$6.5 AC",3.965,3.41,0.9752,"Orosi","Tulare","CA","93647","GRID Alternatives","no"
"4060","12551","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/15/2013","10/14/2014","5/27/2015","6/9/2015",33215,33215,"$7.00 AC",5.49,4.745,0.9137,"Selma","Fresno","CA","93662","GRID Alternatives","no"
"4061","12559","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/15/2013","1/29/2014","3/31/2014","4/29/2014",6086.14,6086.14,"$4.75 AC",1.56,1.329,0.99012,"Moorpark","Ventura","CA","93021","GRID Alternatives","no"
"4062","12561","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/14/2013","11/12/2014","1/31/2015","2/27/2015",10013,11434.16,"$4.75 AC",2.475,2.108,0.9578,"San Francisco","San Francisco","CA","94124","","no"
"4063","12570","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/17/2013","11/7/2013","12/16/2013","12/26/2013",11202.03,11202.03,"$6.5 AC",2.42,2.072,0.95413,"Oakland","Alameda","CA","94621","","no"
"4064","12586","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/28/2013","1/29/2014","4/30/2014","5/28/2014",11510.1,11510.1,"$7 AC",2.205,1.915,0.95,"Perris","Riverside","CA","92570","","no"
"4065","12588","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/27/2014","3/18/2014","4/30/2014","5/28/2014",17625.96,17625.96,"$6.5 AC",3.185,2.766,0.96315,"Lynwood","Los Angeles","CA","90262","","no"
"4066","12589","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/22/2013","2/7/2014","4/30/2014","5/28/2014",17749.22,17749.22,"$7 AC",3.185,2.766,0.9418,"Lynwood","Los Angeles","CA","90262","","no"
"4067","12620","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/21/2013","12/20/2013","1/31/2014","2/28/2014",12608.2,12608.2,"$7 AC",2.695,2.304,0.9499,"Castroville","Monterey","CA","95012","","no"
"4068","12625","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","7/29/2013","1/30/2014","5/21/2014","6/23/2014",8932,9413,"$7 AC",1.47,1.276,0.9802,"Woodland","Yolo","CA","95776","","no"
"4069","12626","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/28/2013","3/21/2014","4/30/2014","5/28/2014",14952.77,14952.77,"$6 AC",3.185,2.766,0.9895,"Hemet","Riverside","CA","92543","","no"
"4070","12630","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/14/2013","4/1/2014","5/21/2014","6/23/2014",8084.5,14999.41,"$4.75 AC",1.96,1.702,0.9213,"San Francisco","San Francisco","CA","94110","","no"
"4071","12631","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/22/2013","1/15/2014","4/30/2014","5/28/2014",9367,11356.1,"$4.75 AC",2.3,1.972,0.98852,"Lynwood","Los Angeles","CA","90262","","no"
"4072","12633","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/5/2013","6/19/2014","9/22/2014","9/25/2014",18910.43,18910.43,"$6.5 AC",4.06,3.589,0.94364,"Morgan Hill","Santa Clara","CA","95037","GRID Alternatives","no"
"4073","12666","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/8/2013","4/16/2014","6/11/2014","6/23/2014",11632.51,11632.51,"$6 AC",2.45,2.138,0.995,"Nice","Lake","CA","95464","","no"
"4074","12702","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/23/2014","3/20/2014","6/11/2014","6/26/2014",19818.19,19818.19,"$7 AC",3.36,2.932,0.9566,"Inglewood","Los Angeles","CA","90304","GRID Alternatives","no"
"4075","12708","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/22/2013","12/2/2013","1/31/2014","2/28/2014",16450.57,16450.57,"$7 AC",3.675,3.191,0.98451,"San Jose","Santa Clara","CA","95122","","no"
"4076","12714","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/28/2013","1/10/2014","7/19/2014","8/13/2014",14162.76,14162.76,"$7.00 AC",2.94,2.553,0.9724,"San Bernardino","San Bernardino","CA","92411","","no"
"4077","12717","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/9/2013","1/13/2014","2/28/2014","3/20/2014",17181.13,17181.13,"$6.5 AC",3.185,2.766,0.99631,"Oakland","Alameda","CA","94621","","no"
"4078","12727","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/5/2013","8/7/2014","10/27/2014","11/7/2014",20773.77,20773.77,"$7 AC",4.41,3.898,0.9643,"Red Bluff","Tehama","CA","96080","","no"
"4079","12730","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/22/2013","1/31/2014","4/28/2014","5/5/2014",13403.25,17008.55,"$5.25 AC",2.94,2.553,0.98596,"San Diego","San Diego","CA","92114","","no"
"4080","12732","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/8/2014","3/1/2014","4/28/2014","5/5/2014",16084.89,16084.89,"$6 AC",3.92,3.386,0.9308,"San Diego","San Diego","CA","92114","","no"
"4081","12734","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/24/2014","8/21/2014","12/11/2014","12/30/2014",18578.01,18578.01,"$4.75 AC",4.75,4.167,0.96949,"Hanford","Kings","CA","93230","GRID Alternatives","no"
"4082","12739","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/24/2013","2/20/2014","6/11/2014","6/23/2014",16902.89,16902.89,"$5.75 AC",3.675,3.191,0.9045,"San Francisco","San Francisco","CA","94124","","no"
"4083","12747","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/17/2014","4/24/2014","6/30/2014","7/29/2014",15428.79,15428.79,"$6 AC",3.675,3.191,0.9856,"San Bernardino","San Bernardino","CA","92404","","no"
"4084","12761","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/29/2013","1/10/2014","4/30/2014","5/28/2014",10212,11086.8,"$6 AC",1.96,1.702,0.99285,"Compton","Los Angeles","CA","90220","","no"
"4085","12772","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","6/17/2014","3/18/2015","9/30/2015","10/29/2015",22147.79,22147.79,"$7.00 AC",5,4.368,0.92909,"Bishop","Inyo","CA","93514","GRID Alternatives","no"
"4086","12780","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/30/2013","1/8/2014","4/30/2014","5/16/2014",16648.87,16648.87,"$7 AC",3.84,3.34,0.96946,"Lindsay","Tulare","CA","93247","","no"
"4087","12782","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/29/2013","3/11/2014","5/27/2014","6/24/2014",11936.75,12802,"$4.75 AC",2.94,2.513,0.8875,"Santa Ana","Orange","CA","92701","","no"
"4088","12783","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/30/2013","5/6/2014","6/30/2014","7/29/2014",14607.8,14607.8,"$7 AC",3.43,2.963,0.97038,"Porterville","Tulare","CA","93257","","no"
"4089","12786","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/30/2013","9/4/2014","10/30/2014","11/13/2014",12201.52,12201.52,"$7 AC",2.73,2.383,0.9548,"Porterville","Tulare","CA","93257","","no"
"4090","12789","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/30/2013","2/10/2014","4/30/2014","5/28/2014",20082.28,20082.28,"$6 AC",3.92,3.404,0.9401,"Lynwood","Los Angeles","CA","90262","","no"
"4091","12790","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/31/2013","9/9/2014","11/18/2014","12/17/2014",17305.19,17305.19,"$7 AC",4.335,3.786,0.9753,"Lindsay","Tulare","CA","93247","","no"
"4092","12793","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/30/2013","1/10/2014","2/25/2014","3/24/2014",7656,12311.44,"$6 AC",1.47,1.276,0.97077,"Boronda","Monterey","CA","93907","","no"
"4093","12810","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/6/2013","3/19/2014","5/21/2014","6/3/2014",12690.51,12690.51,"$6.5 AC",2.25,1.975,0.93667,"San Diego","San Diego","CA","92105","GRID Alternatives","no"
"4094","12812","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/13/2013","1/22/2014","4/30/2014","5/28/2014",21661.62,21661.62,"$6.5 AC",4.165,3.616,0.9627,"Los Angeles","Los Angeles","CA","90061","","no"
"4095","12816","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/29/2013","4/8/2014","5/21/2014","6/3/2014",17361.44,17361.44,"$7 AC",3.675,3.191,0.98492,"San Diego","San Diego","CA","92117","","no"
"4096","12824","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/22/2013","3/4/2014","8/21/2014","9/10/2014",17986.43,17986.43,"$7 AC",3.06,2.661,0.97862,"South Gate","Los Angeles","CA","90280","GRID Alternatives","no"
"4097","12832","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/6/2013","3/24/2014","5/15/2014","5/28/2014",15157.25,16617.02,"$4.75 AC",3.675,3.191,0.97626,"San Diego","San Diego","CA","92114","","no"
"4098","12835","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/17/2013","2/3/2014","4/30/2014","6/23/2014",14808.48,14808.48,"$6.5 AC",3.185,2.766,0.9971,"King City","Monterey","CA","93930","","no"
"4099","12841","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/15/2014","8/13/2014","12/12/2014","12/29/2014",15384.75,15384.75,"$7.00 AC",3.43,3.047,1,"Valley Center","San Diego","CA","92082","","no"
"4100","12842","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/20/2013","6/2/2014","7/19/2014","7/29/2014",16851.96,16851.96,"$6.5 AC",4.165,3.635,0.9621,"San Jose","Santa Clara","CA","95122","","no"
"4101","12845","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","7/9/2014","7/15/2014","9/22/2014","9/30/2014",18566.05,18566.05,"$7.00 AC",3.75,3.274,0.98997,"Valley Center","San Diego","CA","92154","","no"
"4102","12846","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/8/2013","11/13/2013","1/31/2014","2/28/2014",14209.07,14209.07,"$7 AC",3.43,2.947,0.9808,"Clovis","Fresno","CA","93612","","no"
"4103","12847","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/8/2013","5/29/2014","8/21/2014","9/10/2014",13342.85,13342.85,"$6.5 AC",2.94,2.513,0.9744,"Goshen","Tulare","CA","93291","","no"
"4104","12850","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/9/2014","4/24/2014","6/12/2014","6/23/2014",9422,12396.33,"$7 AC",1.54,1.346,0.9743,"San Diego","San Diego","CA","92105","","no"
"4105","12857","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/8/2014","5/15/2014","7/28/2014","8/6/2014",14112,15814.58,"$6 AC",2.695,2.352,0.98477,"San Diego","San Diego","CA","92111","","no"
"4106","12858","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/8/2013","4/25/2014","5/29/2014","6/4/2014",19183.3,19183.3,"$6 AC",3.92,3.383,0.96053,"San Diego","San Diego","CA","92139","","no"
"4107","12859","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/12/2013","3/3/2014","6/11/2014","6/26/2014",17333.06,17333.06,"$6 AC",4.41,3.829,0.96801,"Porterville","Tulare","CA","93257","","no"
"4108","12862","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/12/2013","1/21/2014","3/31/2014","4/29/2014",15273,15273,"$6.5 AC",3.36,2.907,0.9831,"Lindsay","Tulare","CA","93247","","no"
"4109","12863","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/8/2013","6/24/2014","10/27/2014","11/7/2014",13394.79,13394.79,"$6.5 AC",2.695,2.352,1,"Orland","Glenn","CA","95963","","no"
"4110","12873","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/13/2013","2/20/2014","4/30/2014","5/16/2014",11928,13347.49,"$5.25 AC",2.64,2.272,0.9463,"Porterville","Tulare","CA","93257","","no"
"4111","12874","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/12/2013","12/19/2013","3/31/2014","5/8/2014",18829.93,18829.93,"$6.5 AC",4.41,3.829,0.9933,"King City","Monterey","CA","93930","","no"
"4112","12876","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/14/2013","12/26/2013","4/30/2014","5/8/2014",14223.33,14223.33,"$7 AC",3.43,2.947,0.9824,"Clovis","Fresno","CA","93612","","no"
"4113","12880","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/11/2013","3/28/2014","12/23/2014","1/14/2015",9571.62,9571.62,"$6.5 AC",1.785,1.525,0.8746,"South Gate","Los Angeles","CA","90280","GRID Alternatives","no"
"4114","12881","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/14/2013","11/26/2013","1/31/2014","2/28/2014",13109.12,13109.12,"$7 AC",2.88,2.479,0.99144,"Fresno","Fresno","CA","93706","","no"
"4115","12883","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","2/28/2014","11/11/2014","3/26/2015","5/14/2015",14710.51,14710.51,"$7.00 AC",3.57,3.118,0.9434,"Orland","Glenn","CA","95963","","no"
"4116","12886","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/15/2013","2/21/2014","4/30/2014","5/8/2014",14389.71,14389.71,"$6 AC",3.36,2.907,0.9933,"Clovis","Fresno","CA","93612","","no"
"4117","12887","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","2/6/2014","2/28/2014","3/20/2014",16596,17034.95,"$6.00 AC",3.185,2.766,0.9283,"Richmond","Contra Costa","CA","94804","","no"
"4118","12888","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","3/4/2014","6/26/2014","7/29/2014",21276.84,21276.84,"$7 AC",4.655,4.042,0.9362,"Oakland","Alameda","CA","94603","","no"
"4119","12891","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/19/2013","1/4/2014","4/30/2014","5/28/2014",13673.59,13673.59,"$7 AC",2.45,2.127,0.9346,"Long Beach","Los Angeles","CA","90810","","no"
"4120","12898","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/14/2013","","4/30/2014","6/23/2014",17781.33,17781.33,"$6 AC",4.165,3.617,0.897,"Greenfield","Monterey","CA","93927","","no"
